time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
26713,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26714,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26715,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26716,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26717,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26718,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26719,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26720,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26721,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26722,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26723,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26724,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26725,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26726,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26727,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26728,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26729,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26730,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26731,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26732,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26733,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26734,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26735,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26736,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26737,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26738,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26739,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26740,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26741,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26742,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26743,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26744,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26745,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26746,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26747,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26748,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26749,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26750,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26751,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26752,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26753,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26754,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26755,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26756,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26757,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26758,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26759,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26760,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26761,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26762,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26763,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26764,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26765,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26766,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26767,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26768,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26769,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26770,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26771,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26772,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26773,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26774,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26775,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26776,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26777,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26778,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26779,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26780,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26781,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26782,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26783,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26784,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26785,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26786,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26787,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26788,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26789,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26790,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26791,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26792,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26793,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26794,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26795,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26796,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26797,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26798,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26799,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26800,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26801,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26802,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26803,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26804,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26805,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26806,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26807,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26808,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26809,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26810,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26811,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26812,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26813,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26814,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26815,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26816,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26817,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26818,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26819,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26820,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26821,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26822,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26823,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26824,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26825,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26826,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26827,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26828,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26829,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26830,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26831,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26832,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26833,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26834,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26835,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26836,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26837,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26838,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26839,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26840,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26841,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26842,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26843,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26844,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26845,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26846,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26847,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26848,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26849,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26850,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26851,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26852,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26853,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26854,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26855,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26856,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26857,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26858,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26859,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26860,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26861,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26862,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26863,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26864,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26865,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26866,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26867,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26868,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26869,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26870,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26871,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26872,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26873,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26874,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26875,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26876,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26877,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26878,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26879,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26880,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26881,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26882,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26883,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26884,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26885,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26886,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26887,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26888,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26889,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26890,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26891,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26892,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26893,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26894,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26895,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26896,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26897,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26898,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26899,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26900,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26901,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26902,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26903,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26904,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26905,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26906,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26907,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26908,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26909,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26910,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26911,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26912,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26913,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26914,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26915,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26916,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26917,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26918,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26919,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26920,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26921,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26922,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26923,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26924,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26925,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26926,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26927,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26928,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26929,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26930,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26931,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26932,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26933,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26934,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26935,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26936,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26937,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26938,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26939,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26940,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26941,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26942,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26943,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26944,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
