time, S,E, I, J, Q, R
1753,93502366.12509608,234447.01808868232,146758.7996610566,73436.79803187003,702868.5206422382,111479711.73848006
1754,93465825.40041439,234355.39619401324,146701.44632214907,73408.09893119917,702593.8396243713,111516704.81851387
1755,93429298.9558479,234263.8101051806,146644.11539692638,73379.41104613685,702319.265951846,111553683.441652
1756,93392786.78581595,234172.2598081915,146586.80687662924,73350.73437230002,702044.799582712,111590647.6135442
1757,93356288.88474005,234080.74528905845,146529.52075250185,73322.06890530733,701770.4404750351,111627597.33983803
1758,93319805.2470439,233989.26653379947,146472.25701579178,73293.41464077913,701496.1885868974,111664532.62617882
1759,93283335.86715335,233897.82352843805,146415.01565775002,73264.7715743375,701222.0438763977,111701453.4782097
1760,93246880.73949647,233806.41625900313,146357.79666963097,73236.13970160625,700948.0063016508,111738359.90157162
1761,93210439.85850348,233715.0447115291,146300.60004269247,73207.51901821088,700674.075820788,111775251.90190329
1762,93174013.21860677,233623.70887205584,146243.42576819577,73178.90951977856,700400.2523919572,111812129.48484123
1763,93137600.81424093,233532.40872662864,146186.27383740555,73150.31120193822,700126.5359733225,111848992.65601975
1764,93101202.63984273,233441.14426129826,146129.14424158988,73121.7240603205,699852.926523064,111885841.42107098
1765,93064818.68985109,233349.91546212096,146072.03697202026,73093.14809055772,699579.4239993788,111922675.78562482
1766,93028448.9587071,233258.72231515837,146014.9520199716,73064.58328828393,699306.0283604799,111959495.755309
1767,92992093.44085403,233167.5648064776,145957.8893767222,73036.02964913487,699032.7395645966,111996301.33574903
1768,92955752.13073735,233076.44292215124,145900.84903355376,73007.48716874799,698759.5575699747,112033092.53256822
1769,92919425.02280466,232985.35664825726,145843.83098175144,72978.95584276243,698486.4823348763,112069869.3513877
1770,92883112.11150575,232894.30597087913,145786.8352126038,72950.43566681907,698213.5138175798,112106631.79782638
1771,92846813.39129257,232803.29087610572,145729.8617174027,72921.92663656049,697940.6519763799,112143379.877501
1772,92810528.85661925,232712.31135003135,145672.91048744356,72893.42874763091,697667.8967695875,112180113.59602606
1773,92774258.50194208,232621.36737875576,145615.98151402507,72864.94199567634,697395.24815553,112216832.95901394
1774,92738002.32171953,232530.45894838416,145559.0747884494,72836.46637634444,697122.7060925508,112253537.97207476
1775,92701760.3104122,232439.58604502713,145502.19030202206,72808.00188528457,696850.2705390098,112290228.64081648
1776,92665532.46248288,232348.74865480073,145445.32804605205,72779.5485181478,696577.9414532832,112326904.97084485
1777,92629318.77239655,232257.94676382642,145388.48801185164,72751.10627058691,696305.7187937632,112363566.96776344
1778,92593119.2346203,232167.18035823113,145331.67019073662,72722.67513825637,696033.6025188586,112400214.63717364
1779,92556933.84362341,232076.44942414714,145274.8745740261,72694.25511681233,695761.5925869943,112436847.98467463
1780,92520762.59387733,231985.7539477122,145218.10115304257,72665.84620191269,695489.6889566113,112473467.01586342
1781,92484605.47985564,231895.09391506942,145161.34991911196,72637.448389217,695217.891586167,112510071.73633482
1782,92448462.49603412,231804.4693123674,145104.62086356356,72609.0616743865,694946.2004341352,112546662.15168145
1783,92412333.63689066,231713.88012576013,145047.9139777301,72580.68605308414,694674.6154590055,112583238.26749377
1784,92376218.89690536,231623.32634140697,144991.22925294758,72552.3215209746,694403.136619284,112619800.08936003
1785,92340118.27056046,231532.80794547274,144934.56668055552,72523.96807372419,694131.7638734933,112656347.6228663
1786,92304031.75234032,231442.32492412766,144877.92625189677,72495.62570700097,693860.4971801715,112692880.87359649
1787,92267959.33673151,231351.87726354733,144821.3079583175,72467.29441647467,693589.3364978735,112729399.8471323
1788,92231901.01822272,231261.46494991274,144764.7117911674,72438.97419781671,693318.2817851702,112765904.54905324
1789,92195856.7913048,231171.08796941032,144708.13774179944,72410.66504670022,693047.3330006485,112802394.98493667
1790,92159826.65047075,231080.74630823187,144651.58580156995,72382.36695879998,692776.4901029118,112838871.16035776
1791,92123810.59021574,230990.4399525746,144595.0559618387,72354.07992979247,692505.7530505796,112875333.0808895
1792,92087808.6050371,230900.16888864114,144538.5482139688,72325.8039553559,692235.1218022874,112911780.75210269
1793,92051820.68943425,230809.93310263945,144482.0625493268,72297.53903117016,691964.5963166871,112948214.17956597
1794,92015846.83790882,230719.73258078293,144425.5989592825,72269.28515291678,691694.1765524466,112984633.36884579
1795,91979887.04496457,230629.56730929037,144369.1574352092,72241.04231627902,691423.8624682499,113021038.32550645
1796,91943941.3051074,230539.4372743859,144312.73796848353,72212.81051694181,691153.6540227972,113057429.05511004
1797,91908009.61284536,230449.3424622991,144256.34055048545,72184.58975059178,690883.5511748052,113093805.5632165
1798,91872091.96268865,230359.28285926481,144199.9651725983,72156.38001291725,690613.553883006,113130167.8553836
1799,91836188.34914963,230269.2584515234,144143.61182620886,72128.1812996082,690343.6621061485,113166515.93716691
1800,91800298.76674278,230179.26922532055,144087.28050270717,72099.99360635632,690073.8758029975,113202849.81411988
1801,91764423.20998473,230089.3151669073,144030.9711934867,72071.81692885495,689804.1949323337,113239169.49179372
1802,91728561.67339428,229999.39626254007,143974.68388994428,72043.65126279916,689534.6194529542,113275474.97573753
1803,91692714.15149231,229909.51249848068,143918.4185834801,72015.49660388565,689265.1493236719,113311766.2714982
1804,91656880.6388019,229819.66386099625,143862.17526549767,71987.35294781285,688995.7845033163,113348043.3846205
1805,91621061.12984826,229729.85033635938,143805.95392740393,71959.22029028085,688726.5249507324,113384306.32064699
1806,91585255.61915872,229640.0719108479,143749.75456060912,71931.09862699141,688457.3706247816,113420555.08511807
1807,91549464.10126275,229550.32857074516,143693.57715652682,71902.98795364799,688188.3214843414,113456789.68357201
1808,91513686.57069197,229460.62030233972,143637.42170657404,71874.8882659557,687919.3774883053,113493010.12154487
1809,91477923.02198015,229370.94709192557,143581.2882021711,71846.79955962136,687650.5385955829,113529216.40457056
1810,91442173.44966316,229281.30892580203,143525.17663474169,71818.72183035346,687381.8047650998,113565408.53818086
1811,91406437.84827903,229191.70579027385,143469.08699571283,71790.65507386214,687113.1759557975,113601586.52790533
1812,91370716.21236792,229102.137671651,143413.0192765149,71762.59928585928,686844.652126634,113637750.37927142
1813,91335008.53647213,229012.60455624893,143356.97346858165,71734.55446205837,686576.233236583,113673900.0978044
1814,91299314.81513608,228923.10643038835,143300.94956335012,71706.5205981746,686307.9192446341,113710035.68902737
1815,91263635.04290631,228833.64328039536,143244.94755226077,71678.49768992483,686039.7101097933,113746157.1584613
1816,91227969.21433155,228744.21509260137,143188.96742675736,71650.4857330276,685771.6057910824,113782264.51162498
1817,91192317.3239626,228654.82185334316,143133.00917828697,71622.48472320315,685503.6062475392,113818357.75403504
1818,91156679.3663524,228565.46354896287,143077.0727983001,71594.49465617331,685235.7114382177,113854436.89120597
1819,91121055.33605602,228476.14016580794,143021.1582782505,71566.51552766169,684967.9213221876,113890501.92865008
1820,91085445.22763069,228386.85169023115,142965.26560959537,71538.54733339348,684700.2358585349,113926552.87187757
1821,91049849.03563572,228297.5981085906,142909.39478379514,71510.59006909558,684432.6550063614,113962589.72639644
1822,91014266.75463259,228208.37940724977,142853.54579231364,71482.64373049658,684165.1787247849,113998612.49771257
1823,90978698.37918489,228119.19557257742,142797.718626618,71454.7083133267,683897.8069729392,114034621.19132966
1824,90943143.9038583,228030.04659094766,142741.91327817872,71426.78381331786,683630.5397099742,114070615.81274928
1825,90907603.32322067,227940.9324487399,142686.1297384696,71398.87022620361,683363.3768950555,114106596.36747086
1826,90872076.63184196,227851.85313233893,142630.36799896782,71370.9675477192,683096.3184873649,114142562.86099166
1827,90836563.82429424,227762.8086281348,142574.62805115382,71343.07577360157,682829.3644461001,114178515.29880679
1828,90801064.8951517,227673.79892252292,142518.90988651142,71315.19489958923,682562.5147304746,114214453.68640922
1829,90765579.83899067,227584.824001904,142463.21349652778,71287.32492142246,682295.7692997179,114250378.02928977
1830,90730108.6503896,227495.88385268406,142407.53887269335,71259.46583484317,682029.1281130755,114286288.33293712
1831,90694651.32392903,227406.97846127444,142351.88600650188,71231.61763559491,681762.5911298089,114322184.60283782
1832,90659207.85419163,227318.10781409178,142296.25488945056,71203.78031942292,681496.1583091954,114358066.84447622
1833,90623778.23576221,227229.27189755804,142240.64551303975,71175.9538820741,681229.8296105282,114393935.0633346
1834,90588362.46322767,227140.47069810046,142185.05786877326,71148.138319297,680963.6049931163,114429789.26489305
1835,90552960.53117704,227051.70420215162,142129.49194815813,71120.3336268418,680697.4844162851,114465629.45462954
1836,90517572.43420146,226962.97239614942,142073.9477427048,71092.53980046044,680431.4678393751,114501455.63801987
1837,90482198.16689418,226874.275266537,142018.42524392693,71064.75683590642,680165.5552217435,114537267.82053773
1838,90446837.72385056,226785.61279976284,141962.92444334162,71036.98472893494,679899.7465227628,114573066.00765467
1839,90411491.09966809,226696.9849822807,141907.44533246916,71009.22347530288,679634.0417018217,114608850.20484008
1840,90376158.28894633,226608.39180054964,141851.98790283324,70981.47307076873,679368.4407183246,114644620.41756123
1841,90340839.28628701,226519.83324103398,141796.5521459608,70953.73351109267,679102.9435316919,114680376.65128325
1842,90305534.08629394,226431.30929020338,141741.13805338216,70926.00479203653,678837.5501013597,114716118.91146913
1843,90270242.68357301,226342.81993453277,141685.74561663088,70898.28690936381,678572.2603867801,114751847.20357972
1844,90234965.07273227,226254.36516050235,141630.3748272439,70870.57985883963,678307.074347421,114787561.53307377
1845,90199701.24838185,226165.94495459762,141575.02567676143,70842.88363623079,678041.991942766,114823261.90540785
1846,90164451.20513399,226077.55930330936,141519.69815672695,70815.19823730575,677777.0131323148,114858948.32603641
1847,90129214.93760303,225989.20819313364,141464.3922586873,70787.52365783462,677512.1378755827,114894620.80041179
1848,90093992.44040541,225900.89161057177,141409.1079741926,70759.85989358914,677247.3661321009,114930279.3339842
1849,90058783.7081597,225812.60954213038,141353.84529479628,70732.20694034272,676982.6978614165,114965923.93220167
1850,90023588.73548655,225724.3619743213,141298.6042120551,70704.56479387044,676718.1330230923,115001554.60051017
1851,89988407.51700872,225636.14889366174,141243.38471752903,70676.93344994899,676453.6715767068,115037171.34435348
1852,89953240.04735108,225547.9702866741,141188.18680278142,70649.31290435675,676189.3134818546,115072774.16917332
1853,89918086.32114057,225459.82613988608,141133.0104593789,70621.70315287373,675925.0586981459,115108363.0804092
1854,89882946.33300628,225371.7164398306,141077.85567889136,70594.10419128159,675660.9071852067,115143938.08349858
1855,89847820.07757933,225283.64117304594,141022.72245289205,70566.51601536362,675396.8589026787,115179499.18387675
1856,89812707.54949301,225195.6003260755,140967.61077295747,70538.93862090482,675132.9138102195,115215046.3869769
1857,89777608.74338268,225107.5938854681,140912.5206306674,70511.37200369178,674869.0718675025,115250579.69823007
1858,89742523.65388577,225019.62183777764,140857.45201760493,70483.81615951273,674605.3330342167,115286099.1230652
1859,89707452.27564183,224931.68416956344,140802.40492535644,70456.2710841576,674341.697270067,115321604.66690911
1860,89672394.60329251,224843.78086738999,140747.3793455116,70428.73677341791,674078.1645347738,115357096.33518648
1861,89637350.63148154,224755.91191782703,140692.3752696634,70401.21322308686,673814.7347880736,115392574.13331988
1862,89602320.35485476,224668.07730744954,140637.39268940804,70373.70042895927,673551.4079897184,115428038.06672978
1863,89567303.76806009,224580.27702283778,140582.43159634504,70346.19838683165,673288.184099476,115463488.14083451
1864,89532300.86574753,224492.51105057728,140527.4919820772,70318.70709250208,673025.0630771299,115498924.36105028
1865,89497311.6425692,224404.7793772587,140472.5738382106,70291.22654177033,672762.0448824794,115534346.73279119
